,id,bbox,centers,radius
165,1014,"[[178, 223, 34, 31], [216, 224, 34, 30]]","[(195, 240), (233, 241)]","[17, 17]"
166,1021,"[[371, 468, 97, 44]]","[(419, 516)]",[48]
167,1023,"[[182, 158, 60, 57], [265, 159, 47, 43], [278, 208, 76, 72], [361, 229, 65, 63], [429, 223, 54, 51]]","[(212, 188), (288, 182), (316, 246), (393, 261), (456, 250)]","[30, 23, 38, 32, 27]"
168,1031,"[[224, 140, 98, 91], [372, 137, 97, 91], [370, 1, 99, 81], [374, 325, 99, 91], [223, 438, 104, 74]]","[(273, 189), (420, 185), (419, 50), (423, 374), (275, 490)]","[49, 48, 49, 49, 52]"
169,1032,"[[38, 318, 84, 75]]","[(80, 360)]",[42]
170,1033,"[[224, 240, 76, 70]]","[(262, 278)]",[38]
171,1035,"[[157, 456, 57, 55], [238, 445, 56, 58]]","[(185, 484), (267, 474)]","[28, 29]"
172,1041,"[[259, 318, 72, 64], [258, 172, 73, 64], [223, 1, 104, 55]]","[(295, 354), (294, 208), (275, 53)]","[36, 36, 52]"
173,1042,"[[351, 274, 64, 55], [429, 59, 74, 66]]","[(383, 306), (466, 96)]","[32, 37]"
174,1043,"[[45, 60, 75, 65], [0, 61, 27, 64]]","[(82, 97), (-5, 93)]","[37, 32]"
175,1045,"[[87, 281, 42, 36], [59, 319, 31, 28], [155, 1, 59, 38], [237, 2, 59, 26]]","[(108, 302), (74, 334), (184, 30), (266, 31)]","[21, 15, 29, 29]"
176,1047,"[[366, 188, 30, 31], [477, 461, 34, 44]]","[(381, 203), (499, 483)]","[15, 22]"
177,1048,"[[3, 459, 46, 46]]","[(26, 482)]",[23]
178,1051,"[[260, 246, 75, 66]]","[(297, 283)]",[37]
179,1052,"[[302, 260, 65, 54], [303, 338, 65, 56], [410, 271, 63, 57], [409, 350, 65, 59], [409, 429, 67, 57], [412, 195, 60, 52]]","[(334, 292), (335, 370), (441, 302), (441, 382), (442, 462), (442, 225)]","[32, 32, 31, 32, 33, 30]"
180,1053,"[[116, 180, 71, 67], [29, 289, 58, 53], [207, 364, 69, 65], [29, 383, 60, 53], [393, 270, 58, 55], [393, 194, 59, 57]]","[(151, 215), (58, 318), (241, 398), (59, 413), (422, 299), (422, 223)]","[35, 29, 34, 30, 29, 29]"
181,1054,"[[19, 273, 61, 51], [111, 230, 47, 42], [177, 230, 47, 42], [148, 281, 69, 66]]","[(49, 303), (134, 253), (200, 253), (182, 315)]","[30, 23, 23, 34]"
182,1057,"[[442, 126, 24, 23]]","[(454, 138)]",[12]
183,1060,"[[170, 471, 104, 41]]","[(222, 523)]",[52]
184,1061,"[[274, 265, 95, 88], [400, 261, 99, 90]]","[(321, 312), (449, 310)]","[47, 49]"
185,1062,"[[55, 264, 95, 88], [0, 274, 22, 74]]","[(102, 311), (-15, 311)]","[47, 37]"
186,1067,"[[479, 101, 32, 61]]","[(509, 131)]",[30]
187,1068,"[[3, 100, 60, 60], [220, 363, 36, 36], [230, 412, 35, 37]]","[(33, 130), (238, 381), (248, 430)]","[30, 18, 18]"
188,1070,"[[169, 0, 108, 98], [167, 161, 96, 90], [287, 161, 96, 90], [363, 33, 96, 90], [491, 43, 21, 74]]","[(223, 44), (215, 209), (335, 209), (411, 81), (528, 80)]","[54, 48, 48, 48, 37]"
189,1071,"[[14, 32, 95, 91], [22, 187, 95, 89], [296, 227, 99, 93]]","[(61, 79), (69, 234), (345, 276)]","[47, 47, 49]"
190,1078,"[[288, 49, 39, 40]]","[(308, 69)]",[20]
191,1088,"[[127, 221, 44, 44]]","[(149, 243)]",[22]
192,1101,"[[205, 444, 39, 36], [163, 417, 37, 37]]","[(224, 463), (181, 435)]","[19, 18]"
193,1105,"[[485, 277, 26, 97]]","[(533, 325)]",[48]
194,1106,"[[10, 267, 116, 117], [110, 103, 117, 115]]","[(68, 325), (168, 161)]","[58, 58]"
195,1117,"[[183, 300, 55, 52]]","[(210, 327)]",[27]
196,1118,"[[54, 49, 78, 71], [120, 257, 77, 72], [321, 251, 79, 74], [306, 32, 72, 69], [464, 21, 47, 69]]","[(93, 88), (158, 295), (360, 290), (342, 68), (498, 55)]","[39, 38, 39, 36, 34]"
197,1119,"[[1, 22, 61, 65]]","[(33, 54)]",[32]
198,1124,"[[327, 193, 38, 40], [377, 223, 35, 33], [421, 253, 39, 38], [255, 284, 61, 61], [276, 442, 50, 52], [439, 400, 52, 53], [500, 310, 12, 38]]","[(347, 213), (394, 240), (440, 272), (285, 314), (302, 468), (465, 426), (519, 329)]","[20, 17, 19, 30, 26, 26, 19]"
199,1125,"[[25, 304, 49, 48], [114, 357, 51, 51], [51, 455, 56, 53], [0, 402, 16, 51], [200, 412, 53, 51], [292, 468, 54, 44], [283, 177, 47, 46], [412, 245, 47, 46]]","[(49, 328), (139, 382), (79, 483), (-9, 427), (226, 438), (319, 495), (306, 200), (435, 268)]","[24, 25, 28, 25, 26, 27, 23, 23]"
200,1126,"[[199, 445, 65, 64]]","[(231, 477)]",[32]
201,1127,"[[369, 28, 51, 51], [423, 26, 30, 29]]","[(394, 53), (438, 41)]","[25, 15]"
202,1128,"[[373, 204, 122, 118], [278, 361, 119, 115], [447, 462, 63, 50]]","[(434, 265), (337, 420), (478, 493)]","[61, 59, 31]"
203,1129,"[[157, 148, 125, 119], [60, 304, 123, 122], [1, 462, 87, 49], [0, 219, 21, 89]]","[(219, 210), (121, 365), (44, 505), (-23, 263)]","[62, 61, 43, 44]"
204,1130,"[[323, 218, 81, 64]]","[(363, 258)]",[40]
205,1131,"[[72, 358, 67, 67], [1, 289, 22, 62]]","[(105, 391), (32, 320)]","[33, 31]"
206,1132,"[[116, 402, 63, 64], [247, 486, 46, 26]]","[(148, 434), (270, 509)]","[32, 23]"
207,1134,"[[366, 33, 62, 63], [457, 81, 54, 63], [410, 380, 35, 32], [498, 226, 15, 40], [277, 1, 48, 18]]","[(397, 64), (488, 112), (427, 397), (518, 246), (301, 25)]","[31, 31, 17, 20, 24]"
208,1135,"[[23, 222, 47, 47], [0, 83, 45, 62], [50, 0, 57, 34], [292, 1, 54, 47], [376, 34, 29, 26], [356, 69, 27, 27]]","[(46, 245), (14, 114), (78, 6), (319, 28), (390, 48), (369, 82)]","[23, 31, 28, 27, 14, 13]"
209,1136,"[[200, 0, 65, 34]]","[(232, 2)]",[32]
210,1137,"[[421, 383, 89, 88]]","[(465, 427)]",[44]
211,1138,"[[180, 50, 116, 117], [73, 216, 121, 114], [83, 463, 90, 49], [1, 383, 38, 88], [344, 145, 121, 118], [440, 1, 71, 104]]","[(238, 108), (133, 276), (128, 508), (45, 427), (404, 205), (492, 53)]","[58, 60, 45, 44, 60, 52]"
212,1139,"[[0, 0, 87, 103]]","[(36, 51)]",[51]
213,1141,"[[304, 419, 65, 64], [415, 487, 60, 25], [482, 375, 30, 67], [472, 254, 35, 36], [422, 225, 36, 35]]","[(336, 451), (445, 517), (515, 408), (490, 272), (440, 243)]","[32, 30, 33, 18, 18]"
214,1142,"[[7, 374, 64, 66], [117, 444, 62, 61], [1, 255, 32, 37], [226, 277, 50, 50], [291, 163, 58, 59], [416, 243, 52, 52], [459, 421, 49, 48], [63, 24, 53, 54], [247, 11, 46, 46]]","[(40, 407), (148, 475), (19, 273), (251, 302), (320, 192), (442, 269), (483, 445), (90, 51), (270, 34)]","[33, 31, 18, 25, 29, 26, 24, 27, 23]"
215,1143,"[[255, 11, 27, 27], [302, 34, 42, 43], [109, 220, 46, 47], [53, 314, 44, 44], [155, 377, 53, 53], [1, 420, 32, 48], [354, 489, 56, 22], [90, 487, 49, 25]]","[(268, 24), (323, 55), (132, 243), (75, 336), (181, 403), (25, 444), (382, 517), (114, 511)]","[13, 21, 23, 22, 26, 24, 28, 24]"
216,1144,"[[58, 113, 25, 25], [27, 164, 27, 24]]","[(70, 125), (40, 177)]","[12, 13]"
217,1145,"[[352, 180, 27, 27], [381, 133, 28, 27]]","[(365, 193), (395, 147)]","[13, 14]"
218,1146,"[[381, 442, 28, 26]]","[(395, 456)]",[14]
219,1148,"[[241, 29, 68, 67], [191, 111, 68, 65], [83, -1, 89, 78]]","[(275, 63), (225, 145), (127, 43)]","[34, 34, 44]"
220,1150,"[[17, 332, 112, 98], [238, 328, 117, 99], [427, 479, 84, 32], [325, 185, 116, 103], [149, 468, 117, 44]]","[(73, 388), (296, 386), (469, 521), (383, 243), (207, 526)]","[56, 58, 42, 58, 58]"
221,1151,"[[46, 348, 69, 53], [332, 385, 67, 66], [415, 13, 63, 63]]","[(80, 382), (365, 418), (446, 44)]","[34, 33, 31]"
222,1152,"[[176, 174, 65, 63], [275, 234, 62, 64], [375, 289, 74, 75], [350, 112, 61, 65], [253, 52, 62, 62], [117, 2, 62, 28]]","[(208, 206), (307, 266), (412, 326), (382, 144), (284, 83), (148, 33)]","[32, 32, 37, 32, 31, 31]"
223,1153,"[[91, 10, 46, 49], [290, 115, 56, 56], [355, 13, 55, 55], [147, 277, 52, 54]]","[(115, 34), (318, 143), (382, 40), (174, 304)]","[24, 28, 27, 27]"
224,1160,"[[149, 3, 118, 94], [336, 147, 86, 74], [425, 4, 85, 74], [489, 176, 23, 63]]","[(208, 62), (379, 190), (467, 46), (520, 207)]","[59, 43, 42, 31]"
225,1161,"[[12, 172, 68, 69], [1, 4, 36, 76], [446, 281, 55, 54]]","[(46, 206), (39, 42), (473, 308)]","[34, 38, 27]"
226,1162,"[[104, 64, 54, 55], [36, 172, 55, 54], [1, 281, 25, 54], [321, 461, 54, 51], [374, 376, 53, 54], [465, 433, 47, 54], [445, 256, 56, 59]]","[(131, 91), (63, 199), (28, 308), (348, 488), (401, 403), (492, 460), (474, 285)]","[27, 27, 27, 27, 27, 27, 29]"
227,1163,"[[59, 312, 60, 61], [0, 257, 27, 60], [184, 390, 57, 59], [0, 432, 42, 55], [314, 471, 57, 40]]","[(89, 342), (-3, 287), (213, 419), (15, 459), (342, 499)]","[30, 30, 29, 27, 28]"
228,1171,"[[365, 142, 70, 68], [423, 49, 68, 66]]","[(400, 177), (457, 83)]","[35, 34]"
229,1172,"[[410, 41, 57, 58], [321, 1, 55, 38]]","[(439, 70), (348, 28)]","[29, 27]"
230,1173,"[[111, 33, 57, 58], [58, 118, 59, 57], [313, 0, 59, 54], [398, 48, 57, 58]]","[(140, 62), (87, 147), (342, 25), (427, 77)]","[29, 29, 29, 29]"
231,1181,"[[238, 424, 30, 27], [485, 272, 26, 27]]","[(253, 439), (498, 285)]","[15, 13]"
232,1182,"[[11, 271, 28, 28], [100, 431, 28, 28], [163, 390, 26, 26], [208, 357, 26, 29]]","[(25, 285), (114, 445), (176, 403), (222, 371)]","[14, 14, 13, 14]"
233,1191,"[[465, 87, 47, 54]]","[(492, 114)]",[27]
234,1192,"[[1, 88, 41, 54]]","[(28, 115)]",[27]
235,1212,"[[122, 486, 96, 26]]","[(170, 534)]",[48]
236,1221,"[[44, 155, 42, 40], [329, 94, 99, 102]]","[(65, 176), (380, 145)]","[21, 51]"
237,1222,"[[112, 11, 120, 120], [2, 147, 101, 102], [152, 208, 81, 81], [205, 384, 104, 102], [482, 280, 29, 87]]","[(172, 71), (53, 198), (192, 248), (257, 436), (525, 323)]","[60, 51, 40, 52, 43]"
238,1223,"[[111, 369, 78, 79], [7, 276, 90, 91]]","[(150, 408), (52, 321)]","[39, 45]"
239,1230,"[[471, 360, 40, 55]]","[(498, 387)]",[27]
240,1231,"[[60, 209, 111, 115], [164, 143, 32, 31], [286, 140, 66, 67], [258, 289, 101, 99], [93, 412, 31, 32], [1, 360, 49, 54], [219, 467, 68, 44]]","[(117, 266), (180, 159), (319, 173), (308, 339), (109, 428), (28, 387), (253, 501)]","[57, 16, 33, 50, 16, 27, 34]"
241,1232,"[[83, 396, 100, 101], [319, 203, 68, 69], [364, 86, 67, 65]]","[(133, 446), (353, 237), (397, 119)]","[50, 34, 33]"
242,1236,"[[0, 451, 173, 61]]","[(87, 537)]",[86]
243,1240,"[[308, 187, 82, 82], [267, 275, 81, 81], [227, 440, 68, 69], [297, 462, 65, 49], [370, 481, 66, 30], [399, 253, 26, 26]]","[(349, 228), (307, 315), (261, 474), (329, 494), (403, 514), (412, 266)]","[41, 40, 34, 32, 33, 13]"
244,1241,"[[219, -1, 69, 62], [304, 156, 49, 48], [119, 311, 68, 68], [281, 473, 25, 22], [298, 418, 23, 24]]","[(253, 33), (328, 180), (153, 345), (293, 485), (310, 430)]","[34, 24, 34, 12, 12]"
245,1244,"[[173, 464, 40, 43], [213, 481, 43, 31], [444, 332, 60, 62]]","[(194, 485), (234, 502), (475, 363)]","[21, 21, 31]"
246,1245,"[[115, 375, 81, 82], [70, 479, 80, 32], [0, 331, 30, 64], [457, 1, 53, 165]]","[(156, 416), (110, 519), (-2, 363), (539, 83)]","[41, 40, 32, 82]"
247,1246,"[[1, 0, 180, 178], [178, 245, 131, 133], [423, 332, 88, 145]]","[(91, 88), (244, 311), (495, 404)]","[90, 66, 72]"
248,1247,"[[-1, 330, 96, 146], [142, 375, 129, 128], [431, 370, 79, 138]]","[(72, 403), (206, 439), (500, 439)]","[73, 64, 69]"
249,1248,"[[2, 373, 88, 131], [163, 483, 93, 27]]","[(67, 438), (209, 529)]","[65, 46]"
250,1250,"[[371, 7, 65, 65], [297, 0, 66, 53], [226, 1, 68, 33]]","[(403, 39), (330, 20), (260, 35)]","[32, 33, 34]"
251,1252,"[[38, 45, 67, 66]]","[(71, 78)]",[33]
252,1254,"[[212, 59, 35, 35], [213, 6, 43, 43], [173, 1, 41, 31]]","[(229, 76), (234, 27), (193, 21)]","[17, 21, 20]"
253,1255,"[[70, 7, 80, 82]]","[(111, 48)]",[41]
254,1256,"[[22, 37, 139, 142], [279, 120, 119, 116], [386, 76, 32, 31], [386, 316, 117, 119], [137, 436, 111, 75]]","[(93, 108), (338, 179), (402, 92), (445, 375), (192, 491)]","[71, 59, 16, 59, 55]"
255,1257,"[[28, 109, 119, 119], [1, 325, 29, 107], [171, 419, 136, 92], [256, 247, 136, 138], [477, 326, 35, 104], [345, 71, 136, 142], [443, 2, 68, 33], [158, 1, 100, 26]]","[(87, 168), (54, 378), (239, 487), (325, 316), (529, 378), (416, 142), (477, 36), (208, 51)]","[59, 53, 68, 69, 52, 71, 34, 50]"
256,1258,"[[149, 11, 116, 116], [0, 0, 78, 33], [77, 159, 119, 116], [392, 157, 118, 123], [316, 317, 126, 124], [251, 478, 108, 34], [0, 320, 119, 114]]","[(207, 69), (39, 39), (136, 218), (453, 218), (379, 380), (305, 532), (60, 379)]","[58, 39, 59, 61, 63, 54, 59]"
257,1259,"[[0, 161, 43, 122]]","[(-18, 222)]",[61]
258,1266,"[[136, 1, 112, 73], [209, 87, 109, 108], [50, 144, 126, 130], [247, 224, 111, 110]]","[(192, 57), (263, 141), (115, 209), (302, 279)]","[56, 54, 65, 55]"
259,1267,"[[172, 2, 136, 77]]","[(240, 70)]",[68]
260,1268,"[[240, 4, 127, 126]]","[(303, 67)]",[63]
261,1303,"[[27, 216, 55, 58], [27, 406, 56, 58], [254, 216, 55, 59], [464, 2, 47, 33], [461, 174, 51, 96]]","[(56, 245), (56, 435), (283, 245), (487, 25), (509, 222)]","[29, 29, 29, 23, 48]"
262,1304,"[[194, 176, 91, 92], [370, 180, 90, 89], [2, 176, 72, 90], [200, 0, 88, 76], [1, -1, 43, 37], [376, 0, 89, 80]]","[(240, 222), (415, 225), (47, 221), (244, 32), (22, 20), (420, 36)]","[46, 45, 45, 44, 21, 44]"
263,1310,"[[248, 398, 95, 92]]","[(295, 445)]",[47]
264,1311,"[[30, 360, 93, 94], [85, 484, 83, 28], [310, 450, 131, 62], [466, 346, 44, 124], [496, 148, 17, 73]]","[(77, 407), (126, 525), (375, 515), (528, 408), (532, 184)]","[47, 41, 65, 62, 36]"
265,1312,"[[20, 137, 91, 95], [277, 204, 56, 57], [1, 342, 120, 130], [175, 383, 130, 128], [428, 364, 63, 62], [487, 443, 25, 65]]","[(67, 184), (305, 232), (66, 407), (240, 448), (459, 395), (519, 475)]","[47, 28, 65, 65, 31, 32]"
266,1313,"[[28, 143, 55, 60], [12, 443, 61, 61], [105, 461, 85, 51], [0, 369, 16, 56]]","[(58, 173), (42, 473), (147, 503), (-12, 397)]","[30, 30, 42, 28]"
267,1318,"[[336, 380, 89, 93], [228, 446, 89, 66]]","[(382, 426), (272, 490)]","[46, 44]"
268,1320,"[[248, 57, 94, 98], [246, 194, 92, 96], [248, 359, 98, 99], [266, 498, 68, 14]]","[(297, 106), (294, 242), (297, 408), (300, 532)]","[49, 48, 49, 34]"
269,1321,"[[80, 11, 93, 94], [27, 134, 94, 95], [120, 234, 92, 92], [42, 350, 95, 95], [194, 345, 93, 97], [312, 1, 129, 107], [459, 96, 53, 130]]","[(127, 58), (74, 181), (166, 280), (89, 397), (242, 393), (376, 65), (524, 161)]","[47, 47, 46, 47, 48, 64, 65]"
270,1322,"[[1, 96, 112, 132], [173, 98, 127, 131], [429, 44, 61, 64], [487, 124, 24, 64], [178, 1, 122, 42], [421, 250, 78, 79], [426, 409, 51, 52], [431, 495, 47, 18], [487, 1, 24, 31]]","[(67, 162), (238, 163), (461, 76), (519, 156), (239, 62), (460, 289), (452, 435), (454, 518), (502, 16)]","[66, 65, 32, 32, 61, 39, 26, 23, 15]"
271,1323,"[[326, 397, 58, 62], [144, 102, 86, 88], [13, 126, 59, 62], [104, 1, 85, 73], [10, 1, 63, 30], [0, 52, 16, 54], [0, 254, 24, 75]]","[(357, 428), (188, 146), (44, 157), (146, 43), (41, 32), (-11, 79), (-13, 291)]","[31, 44, 31, 42, 31, 27, 37]"
272,1324,"[[261, 382, 86, 87], [272, 498, 54, 14], [438, 60, 42, 43]]","[(304, 425), (299, 525), (459, 81)]","[43, 27, 21]"
273,1326,"[[153, 65, 101, 103], [102, 187, 105, 107], [116, 321, 104, 105], [182, 435, 103, 77]]","[(204, 116), (155, 240), (168, 373), (233, 486)]","[51, 53, 52, 51]"
274,1327,"[[485, 104, 27, 82], [485, 233, 26, 81], [485, 359, 26, 82]]","[(526, 145), (525, 273), (526, 400)]","[41, 40, 41]"
275,1328,"[[11, 100, 89, 90], [121, 164, 88, 89], [119, 37, 88, 91], [228, 100, 89, 88], [228, 0, 90, 63], [339, 35, 87, 91], [337, 161, 89, 90], [229, 226, 88, 91], [119, 290, 88, 94], [11, 228, 88, 91], [11, 355, 88, 93], [226, 467, 90, 45], [337, 402, 87, 89]]","[(56, 145), (165, 208), (164, 82), (272, 144), (273, 18), (384, 80), (382, 206), (274, 271), (166, 337), (56, 273), (57, 401), (271, 512), (381, 446)]","[45, 44, 45, 44, 45, 45, 45, 45, 47, 45, 46, 45, 44]"
276,1330,"[[253, 23, 98, 98], [442, 164, 69, 98], [261, 296, 67, 71], [493, 314, 18, 59]]","[(302, 72), (491, 213), (296, 331), (522, 343)]","[49, 49, 35, 29]"
277,1331,"[[96, 123, 94, 98], [230, 104, 94, 95], [244, 238, 94, 96], [137, 319, 95, 98], [18, 309, 67, 69], [1, 164, 60, 97]]","[(145, 172), (277, 151), (292, 286), (186, 368), (52, 343), (49, 212)]","[49, 47, 48, 49, 34, 48]"
278,1332,"[[428, 19, 51, 53], [394, 131, 94, 94], [396, 278, 92, 95]]","[(454, 45), (441, 178), (443, 325)]","[26, 47, 47]"
279,1333,"[[367, 62, 54, 53]]","[(394, 89)]",[27]
280,1334,"[[269, 23, 67, 70]]","[(304, 58)]",[35]
281,1335,"[[195, 31, 87, 88], [306, 32, 85, 89], [401, 87, 86, 90], [496, 154, 16, 65]]","[(239, 75), (350, 76), (446, 132), (528, 186)]","[44, 44, 45, 32]"
282,1336,"[[21, 143, 86, 88], [99, 55, 93, 96], [182, 1, 102, 64]]","[(65, 187), (147, 103), (233, 52)]","[44, 48, 51]"
283,1337,"[[484, 126, 28, 82]]","[(525, 167)]",[41]
284,1338,"[[10, 121, 91, 92], [119, 57, 89, 91], [228, 1, 89, 83], [348, 0, 70, 18], [167, 299, 120, 122], [339, 301, 118, 122]]","[(56, 167), (164, 102), (272, 45), (383, -17), (228, 360), (400, 362)]","[46, 45, 44, 35, 61, 61]"
285,1339,"[[34, 302, 120, 118], [206, 302, 120, 119]]","[(94, 362), (266, 362)]","[60, 60]"
286,1342,"[[349, 142, 45, 46], [444, 239, 47, 49], [441, 47, 46, 48]]","[(372, 165), (468, 263), (465, 71)]","[23, 24, 24]"
287,1343,"[[151, 44, 45, 48], [153, 241, 44, 47], [297, 197, 45, 48], [381, 317, 43, 46], [403, 105, 44, 47], [-1, 242, 15, 44], [0, 52, 10, 41]]","[(175, 68), (176, 264), (321, 221), (404, 340), (426, 128), (21, 264), (-10, 72)]","[24, 23, 24, 23, 23, 22, 20]"
288,1344,"[[56, 49, 43, 46], [50, 183, 44, 48], [161, 243, 46, 51], [110, 371, 45, 49]]","[(79, 72), (74, 207), (186, 268), (134, 395)]","[23, 24, 25, 24]"
289,1345,"[[208, 64, 61, 67], [444, 66, 62, 62], [488, 286, 24, 62]]","[(241, 97), (475, 97), (519, 317)]","[33, 31, 31]"
290,1346,"[[-1, 65, 32, 64], [235, 70, 66, 67], [478, 34, 33, 52], [385, 245, 97, 100], [385, 383, 95, 97], [234, 363, 67, 68], [14, 284, 62, 64]]","[(31, 97), (268, 103), (504, 60), (435, 295), (433, 431), (268, 397), (46, 316)]","[32, 33, 26, 50, 48, 34, 32]"
291,1347,"[[3, 35, 47, 50], [69, 62, 95, 98], [91, 263, 68, 71], [360, 481, 84, 30], [463, 409, 49, 92], [492, 241, 19, 74], [413, 117, 90, 93]]","[(28, 60), (118, 111), (126, 298), (402, 523), (509, 455), (529, 278), (459, 163)]","[25, 49, 35, 42, 46, 37, 46]"
292,1348,"[[41, 39, 88, 93], [0, 122, 28, 85], [167, 39, 90, 95], [292, 39, 90, 94], [403, 118, 88, 90], [299, 191, 89, 90], [476, 223, 36, 91], [370, 294, 90, 94], [195, 263, 89, 92], [267, 367, 90, 93], [163, 439, 89, 72], [91, 335, 89, 95], [1, 410, 76, 92], [18, 232, 90, 92], [122, 159, 89, 94]]","[(87, 85), (-14, 164), (214, 86), (339, 86), (448, 163), (344, 236), (521, 268), (417, 341), (241, 309), (313, 413), (207, 483), (138, 382), (47, 456), (64, 278), (169, 206)]","[46, 42, 47, 47, 45, 45, 45, 47, 46, 46, 44, 47, 46, 46, 47]"
293,1349,"[[32, 44, 89, 94], [207, 76, 89, 91], [105, 149, 87, 92], [2, 223, 87, 91], [0, 127, 16, 76]]","[(79, 91), (252, 121), (151, 195), (47, 268), (-22, 165)]","[47, 45, 46, 45, 38]"
294,1355,"[[289, 166, 53, 55], [364, 242, 53, 54], [281, 242, 53, 55], [282, 318, 53, 54], [375, 319, 54, 55], [375, 394, 52, 56], [281, 395, 53, 55], [488, 122, 25, 79]]","[(316, 193), (391, 269), (308, 269), (309, 345), (402, 346), (403, 422), (308, 422), (527, 161)]","[27, 27, 27, 27, 27, 28, 27, 39]"
295,1356,"[[13, 117, 88, 95], [151, 116, 52, 54], [245, 116, 52, 55], [151, 193, 52, 54], [243, 193, 53, 55], [161, 271, 53, 54], [243, 270, 53, 55], [243, 346, 54, 55], [347, 230, 90, 91], [349, 117, 88, 91]]","[(60, 164), (178, 143), (272, 143), (178, 220), (270, 220), (188, 298), (270, 297), (270, 373), (392, 275), (394, 162)]","[47, 27, 27, 27, 27, 27, 27, 27, 45, 45]"
296,1357,"[[130, 116, 89, 93], [238, 143, 92, 93], [240, 256, 88, 91], [130, 229, 89, 91], [359, 7, 90, 92], [431, 111, 81, 92], [469, 1, 42, 26], [467, 391, 46, 116], [359, 491, 75, 21]]","[(176, 162), (284, 189), (285, 301), (175, 274), (405, 53), (477, 157), (490, 22), (525, 449), (396, 528)]","[46, 46, 45, 45, 46, 46, 21, 58, 37]"
297,1358,"[[59, 37, 90, 92], [162, 1, 92, 57], [1, 1, 71, 25], [1, 111, 43, 93], [0, 387, 112, 123], [135, 291, 117, 119], [229, 433, 121, 77], [373, 335, 118, 121], [275, 193, 117, 120], [416, 95, 95, 123]]","[(105, 83), (208, 47), (36, 36), (47, 157), (51, 448), (194, 350), (289, 493), (433, 395), (335, 253), (477, 156)]","[46, 46, 35, 46, 61, 59, 60, 60, 60, 61]"
298,1359,"[[0, 95, 59, 123], [0, 356, 16, 80]]","[(-2, 156), (-24, 396)]","[61, 40]"
299,1363,"[[252, 387, 119, 115], [357, 272, 118, 122], [485, 415, 27, 84], [460, 162, 51, 122]]","[(311, 446), (418, 333), (527, 457), (521, 223)]","[59, 61, 42, 61]"
300,1364,"[[2, 163, 102, 121], [10, 412, 90, 90], [139, 413, 90, 89], [266, 411, 89, 93], [395, 412, 90, 91]]","[(62, 223), (55, 457), (184, 458), (312, 457), (440, 457)]","[60, 45, 45, 46, 45]"
301,1365,"[[259, 50, 68, 71], [349, 49, 67, 71], [437, 49, 67, 70], [391, 202, 90, 94], [266, 203, 88, 90], [292, 326, 89, 92], [418, 327, 89, 94], [303, 454, 90, 56]]","[(294, 85), (384, 84), (472, 84), (438, 249), (311, 248), (338, 372), (465, 374), (348, 499)]","[35, 35, 35, 47, 45, 46, 47, 45]"
302,1366,"[[150, 38, 89, 92], [49, 50, 68, 70], [0, 51, 30, 70], [43, 206, 89, 91], [0, 328, 32, 91], [40, 443, 88, 68]]","[(196, 84), (84, 85), (-5, 86), (88, 251), (-13, 373), (84, 487)]","[46, 35, 35, 45, 45, 44]"
303,1368,"[[0, 0, 104, 36], [229, 0, 122, 80], [101, 247, 74, 74], [246, 248, 73, 75], [103, 433, 74, 72]]","[(52, 52), (290, 19), (138, 284), (283, 285), (140, 470)]","[52, 61, 37, 37, 37]"
304,1373,"[[193, 54, 118, 119], [263, 0, 100, 30]]","[(252, 113), (313, -20)]","[59, 50]"
305,1374,"[[94, 84, 99, 100], [239, 82, 98, 101], [384, 82, 99, 101], [398, 1, 82, 27], [269, 0, 83, 27], [142, 1, 82, 27], [15, 1, 81, 28]]","[(144, 134), (289, 132), (434, 132), (439, 42), (310, -14), (183, 42), (55, 41)]","[50, 50, 50, 41, 41, 41, 40]"
306,1375,"[[410, 41, 89, 91], [302, 1, 89, 68]]","[(455, 86), (346, 45)]","[45, 44]"
307,1376,"[[74, 292, 88, 92], [192, 252, 90, 91], [96, 172, 89, 88], [186, 50, 91, 93], [39, 0, 91, 59], [0, 45, 26, 83]]","[(120, 338), (237, 297), (140, 216), (232, 96), (84, 14), (-15, 86)]","[46, 45, 44, 46, 45, 41]"
308,1378,"[[104, 1, 72, 29]]","[(140, 37)]",[36]
309,1385,"[[183, 392, 65, 68], [268, 392, 65, 69], [183, 477, 67, 34], [266, 478, 68, 33]]","[(217, 426), (302, 426), (216, 510), (300, 512)]","[34, 34, 33, 34]"
310,1386,"[[52, 419, 88, 89], [176, 418, 87, 88], [298, 418, 87, 88]]","[(96, 463), (220, 462), (342, 462)]","[44, 44, 44]"
311,1392,"[[453, 80, 59, 98], [454, 242, 57, 99]]","[(502, 129), (503, 291)]","[49, 49]"
312,1393,"[[0, 80, 75, 97], [114, 80, 96, 97], [1, 244, 74, 97], [114, 243, 95, 100], [263, 243, 97, 100]]","[(27, 128), (162, 128), (49, 292), (164, 293), (313, 293)]","[48, 48, 48, 50, 50]"
313,1395,"[[182, 3, 69, 68], [267, 3, 65, 70]]","[(216, 37), (302, 38)]","[34, 35]"
